Refereed Publications,Project,semantic_scholar_url
"Lv, Z., & Pomeroy, J. W. (2020). Assimilating snow observations to snow interception process simulations. Hydrological Processes, 34(10), 2229-2246. doi: 10.1002/hyp.13720. ",Core Modelling Team,https://www.semanticscholar.org/paper/a34763bc9069c854a7dd444081a4d48f7ed2232f
"Marsh, C., Pomeroy, J., & Wheater, H. (2020). The Canadian Hydrological Model (CHM) v1.0: a multi-scale, multi-extent, variable-complexity hydrological model - design and overview. Geoscientific Model Development, 13: 225-247, doi: 10.5194/gmd-13-225-2020. ",Core Modelling Team,https://www.semanticscholar.org/paper/1cf25ba5dcf61f302ef7f305e843214b325bbfe5
"Marsh, C., Pomeroy, J., Spiteri, R., & Wheater, H. (2020). A finite volume blowing snow model for use with variable resolution meshes. Water Resources Research, 56(2): 1-28, doi: 10.1029/2019WR025307. ",Core Modelling Team,https://www.semanticscholar.org/paper/f46154e120b69b50829821fad29ef4110502fac6
"Moon, W. J, Liu, J. (2020) Replacing Mg2+ by Fe2+ for RNA-cleaving DNAzymes, ChemBioChem, 21, 401-407. doi: 10.1002/cbic.201900344",Core Modelling Team,https://www.semanticscholar.org/paper/b2bfc26d16550fc55180c75a212ab11c1a30cbf9
"Nguyen, H., Barzegar, R., Khosravi, K., Omidvar, E., Quilty, J., Kheyrollah Pour, H., Taghi Aalami, M., Nhu, V. (2020). Snow Water Equivalent Prediction in a Mountainous Area using Hybrid Bagging Machine Learning Approaches. Journal of Hydrology. HYDROL-S-20-01378 (under review).",Core Modelling Team,
"Razavi, S., Gober, P., Maier, H. R., Brouwer, R., & Wheater, H. (2020). Anthropocene flooding: Challenges for science and society. Hydrological Processes, 34(8), 1996-2000. https://doi.org/10.1002/hyp.13723",Core Modelling Team,https://www.semanticscholar.org/paper/8cc522952e535912f0cc6262e9619258bc1a519e
"Rokaya, P., & Lindenschmidt, K. E. (2020). Correlation among parameters and boundary conditions in river ice models. Modeling Earth Systems and Environment, 6(1), 499-512.",Core Modelling Team,https://www.semanticscholar.org/paper/c1fdd69c96250dbcc74be584d551954fd5d3cd0a
"Rokaya, P., Morales-Marin, L., & Lindenschmidt, K.-E. (2020). A physically based modelling framework for operational forecasting of river ice breakup. Advances in Water Resources, 139, 103554. https://doi.org/https://doi.org/10.1016/j.advwatres.2020.103554",Core Modelling Team,https://www.semanticscholar.org/paper/053fa3c37dc58db380ee2bfcd00c437f707ba728
"Rokaya, P., Peters, D., Elshamy, M., Budhathoki, S., & Lindenschmidt, K. E. (2020) Impacts of future climate on the hydrology of a northern headwaters basin and its implications for a downstream deltaic ecosystem. Hydrological Processes, 34 (7), 1630¢ 1646. https://doi.org/10.1002/hyp.13687",Core Modelling Team,https://www.semanticscholar.org/paper/ae1a3625df6ccacbeafdab1b134482da7399414a
"Scott, A. K., Xu, L., Kheyrollah Pour, H. (2020). Retrieval of ice/water observations from synthetic aperture radar imagery for use in lake ice data assimilation. Journal of Great Lakes Research. GLR-D-19-00296 (under review).",Core Modelling Team,https://www.semanticscholar.org/paper/b4d5475961e195a0bcb4741225d2fd007512a330
"Sigmund, G., Gharasoo, M., Huffer, T., & Hofmann, T. (2020). Deep Learning Neural Network Approach for Predicting the Sorption of Ionizable and Polar Organic Pollutants to a Wide Range of Carbonaceous Materials. Environmental Science & Technology, 54(7), 4583-4591. doi: 10.1021/acs.est.9b06287",Core Modelling Team,https://www.semanticscholar.org/paper/2ad4247197676f08b50f26e1933088f022759491
"Slaughter, A. R. and Razavi, S. (2020). Paleo-hydrologic reconstruction of 400 years of past flows at a weekly time step for major rivers of Western Canada, Earth Syst. Sci. Data, 12, 231¢243, https://doi.org/10.5194/essd-12-231-2020.",Core Modelling Team,https://www.semanticscholar.org/paper/dc784cb8585e52bdc15efd9db80b7e56c6807143
"Tang, G., Clark, M. P., Newman, A. J., Wood, A. W., Papalexiou, S. M., Vionnet, V., and Whitfield, P. H. (2020). SCDNA: a serially complete precipitation and temperature dataset for North America from 1979 to 2018, Earth Syst. Sci. Data Discuss., in review, https://doi.org/10.5194/essd-2020-92.",Core Modelling Team,https://www.semanticscholar.org/paper/62075dcb40197bb3571553b45a533031177bbe31
"Tang, G., Clark, M. P., Papalexiou, S. M., Ma, Z., & Hong, Y. (2020). Have satellite precipitation products improved over last two decades? A comprehensive comparison of GPM IMERG with nine satellite and reanalysis datasets. Remote Sensing of Environment, 240, 111697, doi: 10.1016/j.rse.2020.111697. ",Core Modelling Team,https://www.semanticscholar.org/paper/f442557c7d1f7e032ed3f031ee6570f88fd9ac6c
"Wang, Y., Liu, T., & Liu, J. (2020). Synergistically Boosted Degradation of Organic Dyes by CeO2 Nanoparticles with Fluoride at low pH. ACS Applied Nano Materials, 3, 842-849. doi: 10.1021/acsanm.9b02356",Core Modelling Team,https://www.semanticscholar.org/paper/cf7abe27d2dc9ea70168e92d3bc18dcd8740d8d8
"Wiebe, A. J., & Rudolph, D. L. (2020). On the sensitivity of modelled groundwater recharge estimates to rain gauge network scale. Journal of Hydrology, 585, 124741. https://doi.org/10.1016/j.jhydrol.2020.124741.",Core Modelling Team,https://www.semanticscholar.org/paper/1e69b410a3fcd6551622a88414b1338a76564b62
"Williams, B. S., Luo, B. & Lindenschmidt, K.-E. (2020). An ice-jam flood hazard assessment of a lowland river and its terminus inland delta. Natural Hazards, in-review",Core Modelling Team,https://www.semanticscholar.org/paper/edf5bf8d93ea843312871a729753ef38db154966
"Zhang, Z., Li, Y., Barlage, M., Chen, F., Miguez-Macho, G., Ireson, A., and Li, Z. (2020). Modeling groundwater responses to climate change in the Prairie Pothole Region, Hydrol. Earth Syst. Sci., 24, 655¢672. https://doi.org/10.5194/hess-24-655-2020. ",Core Modelling Team,https://www.semanticscholar.org/paper/4e5eb3a2be3f36c32e07a70667e4f070573cf0b1
"Armstrong, R., Pomeroy, JW., & Martz, L. (2019). Spatial variability of mean daily estimates of actual evaporation from remotely sensed imagery and surface reference data. Hydrology and Earth System Sciences, 23(12): 4891-4907. doi: 10.5194/hess-23-4891-2019. ",Core Modelling Team,https://www.semanticscholar.org/paper/5a7740b19a49e28b4fe65a224c67bc54edec1ec4
"Bennett, A., Nijssen, B., Ou, G., Clark, M., & Nearing, G. (2019). Quantifying process connectivity with transfer entropy in hydrologic models. Water Resources Research, 55(6), 4613-4629. doi: 10.1029/2018WR024555.",Core Modelling Team,https://www.semanticscholar.org/paper/d2de7149d3d09aef2014954f885bf2549a5a5802
"Bl¶schl, G., Bierkens, M. F., Chambel, A., Cudennec, C., Destouni, G., Fiori, A., ... & Stumpp, C. (2019). Twenty-three unsolved problems in hydrology (UPH)¢a community perspective. Hydrological Sciences Journal, 64(10), 1141-1158, doi:10.1080/02626667.2019.1620507.",Core Modelling Team,https://www.semanticscholar.org/paper/04b9dd6129e3d3fd53e8eb49f7e7087ba35960d6
"Bocaniov, S. A., Van Cappellen, P., & Scavia, D. (2019). On the role of a large shallow lake (Lake St. Clair, USA¢ -Canada) in modulating phosphorus loads to lake erie. Water Resources Research, 55, 10548¢ 10564. https://doi.org/10.1029/2019WR025019.",Core Modelling Team,https://www.semanticscholar.org/paper/67d546a2624f5aa66f3c05b489f9bb275c6ebb4d
"Carr, M. K., Sadeghian, A., Lindenschmidt, K. E., Rinke, K., & Morales-Marin, L. (2019). Impacts of Varying Dam Outflow Elevations on Water Temperature, Dissolved Oxygen, and Nutrient Distributions in a Large Prairie Reservoir. Environmental Engineering Science, 37:1, 78-97.",Core Modelling Team,https://www.semanticscholar.org/paper/2c8881fe0fa61d24ca6d8fcea18e0e5c8a4fa664
"Chegwidden, O. S., Nijssen, B., Rupp, D. E., Arnold, J. R., Clark, M. P., Hamman, J. J., ... & Pan, M. (2019). How do modeling decisions affect the spread among hydrologic climate change projections? Exploring a large ensemble of simulations across a diversity of hydroclimates. Earth's Future, 7(6), 623-637. doi: 10.1029/2018EF001047.",Core Modelling Team,https://www.semanticscholar.org/paper/df1f0a958bbb26d34599d7e2f9b79dcf40cd5027
"Cholette, M., Morrison, H., Milbrandt, J. A., & Theriault, J. M. (2019). Parameterization of the bulk liquid fraction on mixed-phase particles in the Predicted Particle Properties (P3) scheme: Description and Idealized simulations. Journal of the Atmospheric Sciences, 76(2), 561-582.",Core Modelling Team,https://www.semanticscholar.org/paper/03f484effb02e83e13fd7597979722d6f70eb579
"Costa, C., Baulch, H., Elliott, J., Pomeroy, J., & Wheater, H. (2019). Modelling nutrient dynamics in cold agricultural catchments: A review. Environmental Modelling and Software, 124: 1-16, doi: 10.1016/ j.envsoft.2019.104586.  ",Core Modelling Team,https://www.semanticscholar.org/paper/0496fffa6fe647710d7ab3e2f082b8b4b8ac6e63
"Costa, D., Pomeroy, J., Baulch, H., Elliott, J., & Wheater, H. (2019). Using an inverse modelling approach with equifinality control to investigate the dominant controls on snowmelt nutrient export. Hydrological Processes, 33(23): 2958-2977, doi: 10.1002/hyp.13463.  ",Core Modelling Team,https://www.semanticscholar.org/paper/bac31808aa57418e0cf11b6de088a30a30196caa
"Fan, Y., Clark, M., Lawrence, D. M., Swenson, S., Band, L. E., Brantley, S. L., ... & Kirchner, J. W. (2019). Hillslope hydrology in global change research and Earth system modeling. Water Resources Research, 55(2), 1737-1772. doi: 10.1029/2018WR023903.",Core Modelling Team,https://www.semanticscholar.org/paper/d91b74f5029ef9877c9f4d6294e6b6c96f8525ba
"Fang, X., Pomeroy, JW., DeBeer, C.., Harder, P., & Siemens, E. (2019). Hydrometeorological data from Marmot Creek Research Basin, Canadian Rockies. Earth System Science Data, 11(2): 455-471, DOI: 10.5194/essd-11-455-2019. ",Core Modelling Team,https://www.semanticscholar.org/paper/09f6ee0e20b83c1bacfee02a4513d6c8f45a0b96
"Gharari, S., Clark, M., Mizukami, N., Wong, J. S., Pietroniro, A., & Wheater, H. (2019). Improving the representation of subsurface water movement in land models. Journal of Hydrometeorology, 20 (12): 2401¢2418. doi: 10.1175/JHM-D-19-0108.1.",Core Modelling Team,https://www.semanticscholar.org/paper/684c0e5c163d610d047248f4365ad32503481fc5
"Guillaume, J. H., Jakeman, J. D., Marsili-Libelli, S., Asher, M., Brunner, P., Croke, B., ... & Stigter, J. D. (2019). Introductory overview of identifiability analysis: A guide to evaluating whether you have the right type of data for your modeling purpose. Environmental Modelling & Software, 119 (11): 418-432.",Core Modelling Team,https://www.semanticscholar.org/paper/656cea4ee42de140981641753116056446518d9d
"Krinner, G., Derksen, C., Essery, R., Flanner, M., Hagemann, S., Clark, M., ... & Menard, C. B. (2018). ESM-SnowMIP: assessing snow models and quantifying snow-related climate feedbacks. Geoscientific Model Development, 11, 5027-5049. doi: 10.5194/gmd-11-5027-2018.",Core Modelling Team,https://www.semanticscholar.org/paper/91cfbad963bed646fda16a7df73a864ab24298d9
"Kurkute, S., Li, Zhenhua., Li, Yanping., & Huo, F. (2019). Assessment and Projection of Water Budget over Western Canada using Convection Permitting WRF Simulations. Hydrol. Earth Syst. Sci. Discuss., 1¢32. https://doi.org/10.5194/hess-2019-522 ",Core Modelling Team,https://www.semanticscholar.org/paper/05ecc82c6260d35845af3e6ae3f34349ff5107e1
"Lawrence, D. M., Fisher, R. A., Koven, C. D., Oleson, K. W., Swenson, S. C., Bonan, G., et al. (2019). The Community Land Model version 5: Description of new features, benchmarking, and impact of forcing uncertainty. Journal of Advances in Modeling Earth Systems, 11, 4245¢ 4287. https://doi.org/10.1029/2018MS001583",Core Modelling Team,https://www.semanticscholar.org/paper/7e3abe583147e0dcc6c2258736b20a94ef8701cb
"Lilhare, R., Dery, S. J., Pokorny, S., Stadnyk, T. A., & Koenig, K. A. (2019). Intercomparison of Multiple Hydroclimatic Datasets across the Lower Nelson River Basin, Manitoba, Canada. Atmosphere-Ocean, 57(4), 262-278. ",Core Modelling Team,https://www.semanticscholar.org/paper/49fc05a6968941577aa537c400e8b3a220702724
"Lehner, F., Wood, A. W., Vano, J. A., Lawrence, D. M., Clark, M. P., & Mankin, J. S. (2019). The potential to reduce uncertainty in regional runoff projections from climate models. Nature Climate Change, 9(12), 926-933. doi: 10.1038/s41558-019-0639-x.",Core Modelling Team,https://www.semanticscholar.org/paper/c397dd793973449bc0a5fbb7c44d9f0d80361de5
"Chen, L., Li, Y., Chen, F., Barlage, M., Zhang, Z., & Li, Z. (2019). Using 4-km WRF CONUS simulations to assess impacts of the surface coupling strength on regional climate simulation. Climate Dynamics, 53(9-10), 6397-6416. doi:10.1007/s00382-019-04932-9",Core Modelling Team,https://www.semanticscholar.org/paper/89b4c8d0228bbe1ff93adf3effa07d79ab97a3e1
"Du, L., Xu, L., Li, Y., Liu, C., Li, Z., Wong, J. S., & Lei, B. (2019). China's Agricultural Irrigation and Water Conservancy Projects: A Policy Synthesis and Discussion of Emerging Issues. Sustainability, 11(24), 7027.",Core Modelling Team,https://www.semanticscholar.org/paper/dfce7a052f933d2c1e54fd28aaec9219e1909031
"Lindenschmidt, K. E., Carr, M. K., Sadeghian, A., & Morales-Marin, L. (2019). CE-QUAL-W2 model of dam outflow elevation impact on temperature, dissolved oxygen and nutrients in a reservoir. Scientific Data, 6(1), 1-7.",Core Modelling Team,https://www.semanticscholar.org/paper/e963b48319f5453402d21ac6fd107c50b34cbe03
"Lindenschmidt, K. E., Carstensen, D., Fr¶hlich, W., Hentschel, B., Iwicki, S., K¶gel, M., ... &o, H. (2019). Development of an Ice Jam Flood Forecasting System for the Lower Oder River¢Requirements for Real-Time Predictions of Water, Ice and Sediment Transport. Water, 11(1), 95.",Core Modelling Team,https://www.semanticscholar.org/paper/bb225042876a41d09380de17db28791ca58df695
"Lindenschmidt, K. E., & Rokaya, P. (2019). A Stochastic Hydraulic Modelling Approach to Determining the Probable Maximum Staging of Ice-Jam Floods. Journal of Environmental Informatics, 34(1).",Core Modelling Team,https://www.semanticscholar.org/paper/81d34a05a5df73ee583d99ab3084fd8f7abacaa1
"Lindenschmidt, K. E., Rokaya, P., Das, A., Li, Z., & Richard, D. (2019). A novel stochastic modelling approach for operational real-time ice-jam flood forecasting. Journal of Hydrology, 575, 381-394.",Core Modelling Team,https://www.semanticscholar.org/paper/6b5523d92e9e3ef440b76fc44603d1e49e6349c1
"Scaff, L., Prein, A. F., Li, Y., Liu, C., Rasmussen, R., & Ikeda, K. (2019). Simulating the convective precipitation diurnal cycle in North America¢s current and future climate. Climate Dynamics, 1-14. doi: 10.1007/s00382-019-04754-9.",Core Modelling Team,https://www.semanticscholar.org/paper/d944ad72c679680886e09df25ab99af015b07f67
"Lv, Z., Pomeroy, JW., & Fang, X. (2019). Evaluation of SNODAS Snow Water Equivalent in Western Canada and Assimilation into a Cold Regions Hydrological Model. Water Resources Research, 55(12): 11166-11187, DOI:10.1029/2019WR025333.  ",Core Modelling Team,https://www.semanticscholar.org/paper/b086a00e73253af771ea438be0089533b1d81947
"Lv, Z. & Pomeroy, J. (2019). Detecting intercepted snow on mountain needleleaf forest canopies using satellite remote sensing. Remote Sensing of Environment, 231, 1-19, DOI: 10.1016/j.rse.2019.111222.  ",Core Modelling Team,https://www.semanticscholar.org/paper/cb7ae18aa8bce90560f11a721dff1b7996e2aa7c
"Maier, H.R., Razavi, S., Kapelan, Z., Matott, L.S., Kasprzyk, J., and B.A. Tolson. (2019). Introductory overview: Optimization using evolutionary algorithms and metaheuristics. Environmental Modelling & Software, 114: 195-213. https://doi.org/10.1016/j.envsoft.2018.11.018",Core Modelling Team,https://www.semanticscholar.org/paper/41555a9c57e2c26a526c999517fd530c62f1d79b
"Melsen, L. A., Teuling, A. J., Torfs, P. J., Zappa, M., Mizukami, N., Mendoza, P. A., ... & Uijlenhoet, R. (2019). Subjective modeling decisions can significantly impact the simulation of flood and drought events. Journal of hydrology, 568, 1093-1104. doi: 10.1016/j.jhydrol.2018.11.046.",Core Modelling Team,https://www.semanticscholar.org/paper/2c908423b0b0b4f1063b3941a505b6a7a96e0500
"Mizukami, N., Rakovec, O., Newman, A. J., Clark, M. P., Wood, A. W., Gupta, H. V., and Kumar, R. (2019). On the choice of calibration metrics for high-flow  estimation using hydrologic models, Hydrol. Earth Syst. Sci., 23, 2601¢2614, https://doi.org/10.5194/hess-23-2601-2019.",Core Modelling Team,https://www.semanticscholar.org/paper/d474b7356008a3d86bbcce5b71db1a42d64c7a49
"Morales-Mar­n, L. A., Rokaya, P., Sanyal, P. R., Sereda, J., & Lindenschmidt, K. E. (2019). Changes in streamflow and water temperature affect fish habitat in the Athabasca River basin in the context of climate change. Ecological Modelling, 407, 108718.",Core Modelling Team,https://www.semanticscholar.org/paper/240c81f1b2351cef8d879b43870a72d03381b9c5
"Morales-Marin, L. A., Sanyal, P. R., Kadowaki, H., Li, Z., Rokaya, P., & Lindenschmidt, K. E. (2019). A hydrological and water temperature modelling framework to simulate the timing of river freeze-up and ice-cover breakup in large-scale catchments. Environmental modelling & software, 114, 49-63.",Core Modelling Team,https://www.semanticscholar.org/paper/dfbc6a6083ca1d061d4ef48ce78b2587125bad27
"Newman, A. J., Clark, M. P., Longman, R. J., & Giambelluca, T. W. (2019). Methodological intercomparisons of station-based gridded meteorological products: Utility, limitations, and paths forward. Journal of Hydrometeorology, 20(3), 531-547. doi: 10.1175/JHM-D-18-0114.1.",Core Modelling Team,https://www.semanticscholar.org/paper/e46431c1ae20b286875041352323ee007b727416
"Poirier,., Theriault, J. M., & Leriche, M. (2019). Role of sublimation and riming in the precipitation distribution in the Kananaskis Valley, Alberta, Canada. Hydrology & Earth System Sciences, 23(10).",Core Modelling Team,https://www.semanticscholar.org/paper/d24e5d1a0ccf5fb5dca6a925097874cec736f4ef
"Popp, A. L., Lutz, S. R., Khatami, S., van Emmerik, T. H. M., & Knoben, W. J. M. (2019). A Global Survey on the Perceptions and Impacts of Gender Inequality in the Earth and Space Sciences. Earth and Space Science, 6(8), 1460¢1468, doi: 10.1029/2019EA000706",Core Modelling Team,https://www.semanticscholar.org/paper/c415bada9174471a638fac97b3a9accc3c5e1331
"Rakovec, O., Mizukami, N., Kumar, R., Newman, A., Thober, S., Wood, A. W., et al. (2019). Diagnostic evaluation of large¢ -domain hydrologic models calibrated across the contiguous United States. Journal of Geophysical Research: Atmospheres, 2019; 124: 13991¢ 14007. https://doi.org/10.1029/2019JD030767.",Core Modelling Team,https://www.semanticscholar.org/paper/dd804a30234426c262fd5728fcaac829ca8cccb4
"Rasouli, K., Pomeroy, JW., & Whitfield, PH. (2019). Are the effects of vegetation and soil changes as important as climate change impacts on hydrological processes? Hydrology and Earth System Sciences, 23(12): 4933-4954, DOI: 10.5194/hess-2019-214.  ",Core Modelling Team,https://www.semanticscholar.org/paper/2696d81adbc8a44358f124c66fc0684caca3be45
"Rasouli, K., Pomeroy, J., & Whitfield, PH. (2019). Hydrological responses of headwater basins to monthly perturbed climate in the North American Cordillera. Journal of Hydrometeorology, 20(5): 863-882, DOI: 10.1175/JHM-D-18-0166.1.  ",Core Modelling Team,https://www.semanticscholar.org/paper/c09575f4055b48b6dd0e438ec6ae95da29defd3c
"Razavi, S., & Gupta, H. V. (2019). A multi-method Generalized Global Sensitivity Matrix approach to accounting for the dynamical nature of earth and environmental systems models. Environmental modelling & software, 114, 1-11.",Core Modelling Team,https://www.semanticscholar.org/paper/68f4d9dfb5088d9592421df87123017b6ecccff3
"Razavi, S., Sheikholeslami, R., Gupta, H. V., & Haghnegahdar, A. (2019). VARS-TOOL: A toolbox for comprehensive, efficient, and robust sensitivity and uncertainty analysis. Environmental modelling & software, 112, 95-107.",Core Modelling Team,https://www.semanticscholar.org/paper/1d9d4ffc221ad6e2d945e949b6fce7cd903afb54
"Rokaya, P., Morales-Mar­n, L., Bonsal, B., Wheater, H., & Lindenschmidt, K. E. (2019). Climatic effects on ice phenology and ice-jam flooding of the Athabasca River in western Canada. Hydrological Sciences Journal, 64(11), 1265-1278.",Core Modelling Team,https://www.semanticscholar.org/paper/89779830a6ecbb69409e960fffc02ebe680d3b30
"Rokaya, P., Peters, D. L., Bonsal, B., Wheater, H., & Lindenschmidt, K. E. (2019). Modelling the effects of climate and flow regulation on ice¢ -affected backwater staging in a large northern river. River Research and Applications, 35(6), 587-600.",Core Modelling Team,https://www.semanticscholar.org/paper/41a9e862558a606a2e239628ca7d87b88a9156d7
"Sheikholeslami, R., Razavi, S., Gupta, H. V., Becker, W., & Haghnegahdar, A. (2019). Global sensitivity analysis for high-dimensional problems: How to objectively group factors and measure robustness and convergence while reducing computational cost. Environmental Modelling & Software, 111, 282-299.",Core Modelling Team,https://www.semanticscholar.org/paper/ed686e98dac9c8871946050878c62adda6ef4871
"Sheikholeslami, R., Razavi, S., and A Haghnegahdar. (2019). What should we do when a model crashes? Recommendations for global sensitivity analysis of Earth and environmental systems models. Geoscientific Model Development, 12 (10): 4275-4296. https://doi.org/10.5194/gmd-12-4275-2019.",Core Modelling Team,https://www.semanticscholar.org/paper/c36fbde97b2f3aeb5ca7a68db60eb162ef48a048
"Stewart, R. E., Szeto, K. K., Bonsal, B. R., Hanesiak, J. M., Kochtubajda, B., Li, Y., ... & Liu, Z. (2019). Summary and synthesis of Changing Cold Regions Network (CCRN) research in the interior of western Canada¢Part 1: Projected climate and meteorology. Hydrol. Earth Syst. Sci. 23 (8), 3437¢3455. https://doi.org/10.5194/hess-23-3437-2019",Core Modelling Team,https://www.semanticscholar.org/paper/9dc8d314c365a213beb2d24060b1fdd31f7301ae
" Stone, L.E., Fang, X., Haynes, K.M., Helbig, M., Pomeroy, J.W., Sonnentag, O., & Quinton, W.L. (2019). Modelling the effects of permafrost loss on discharge from a wetland-dominated, discontinuous permafrost basin. Hydrological Processes, 33(20): 2607-2626, doi: 2607-10.1002/hyp.13546. ",Core Modelling Team,https://www.semanticscholar.org/paper/909cf702f9fce36f264f92dd18a0190eb978b5e4
"Swenson, S. C., Clark, M., Fan, Y., Lawrence, D. M., & Perket, J. (2019). Representing intra¢ -hillslope lateral subsurface flow in the community land model. Journal of Advances in Modeling Earth Systems, 11, 4044¢ 4065. https://doi.org/10.1029/2019MS001833",Core Modelling Team,https://www.semanticscholar.org/paper/3a3ad4cfd59744cd5890fb7ad864c2d12d596aa4
"Vano, J. A., Arnold, J. R., Nijssen, B., Clark, M. P., Wood, A. W., Gutmann, E. D., ... & Lehner, F. (2018). DOs and DON'Ts for using climate change information for water resource planning and management: guidelines for study design. Climate Services, 12, 1-13. doi: 10.1016/j.cliser.2018.07.002.",Core Modelling Team,https://www.semanticscholar.org/paper/65ad88cd1287eb1bc3e457962a1a057c6b28fbff
"Wang, Y., Yang, J., Zhao Y. & Liu J. (2019) Intentional hydrolysis to overcome the hydrolysis problem: detection of Ce (IV) by producing oxidase-like nanozymes with F-"", Chemical Communications, 55, 13434-13437. doi: 10.1039/C9CC06167C",Core Modelling Team,https://www.semanticscholar.org/paper/713464efaf9e68387d6ecd5229c168b54391276e
"Li, Y., Li, Z., Zhang, Z., Chen, L., Kurkute, S., Scaff, L., & Pan, X. (2019). High-resolution regional climate modeling and projection over western Canada using a weather research forecasting model with a pseudo-global warming approach. Hydrol. Earth Syst. Sci, 23(11), 4635-4659.",Core Modelling Team,https://www.semanticscholar.org/paper/d0e2f8d7b5ba8a9261a3d9564b7b5fb3e1225bad
"Yassin, F., Razavi, S., Elshamy, M., Davison, B., Sapriza-Azuri, G., & Wheater, H. (2019). Representation and improved parameterization of reservoir operation in hydrological and land-surface models. Hydrol. Earth Syst. Sci, 23(9), 3735-3764.",Core Modelling Team,https://www.semanticscholar.org/paper/15d2625019301431bd7e4f334c62f4db6a56a6bd
"Zong, C., Liu, J., (2019) The Arsenic Binding Aptamer Cannot Bind Arsenic: Critical Evaluation of Aptamer Selection and Binding"", Analytical Chemistry, 91, 10887-10893. doi: 10.1021/acs.analchem.9b02789",Core Modelling Team,https://www.semanticscholar.org/paper/47a582df0e9999ce6c1d145e4512d9674df0e7b4
"M. M. Hossain, B. Roy, C. K. Roy, K. A. Schneider, VizSciFlow: A Visually Guided Scripting Framework for Supporting Complex Scientific Data Analysis , Journal Proceedings of the ACM on Human-Computer Interaction (EICS 2020): 34 pages (in-press)",Core Computer Science Team,https://www.semanticscholar.org/paper/8027cefcfc5975646ef7b61254446756ae2d6660
"M. Mondal, C. K. Roy, K. A. Schneider, A survey on clone refactoring and tracking , Journal of Systems and Software, 159 (2020)",Core Computer Science Team,https://www.semanticscholar.org/paper/e8ee00cfa61665da133673ea1497812252cad121
"K. W. Nafi, B. Roy, C. K. Roy, K. A. Schneider, A universal cross language software similarity detector for open source software categorization , Journal of Systems and Software, Volume 162 35 pages, 2020.",Core Computer Science Team,https://www.semanticscholar.org/paper/3b02d6ff5643247db64faeba78591e431e95c1f0
"M. Ahasanuzzaman, M. Asaduzzaman, C. K. Roy, K. A. Schneider, CAPS: a supervised technique for classifying Stack Overflow posts concerning API issues. Empirical Software Engineering 25(2): 1493-1532 (2020)",Core Computer Science Team,https://www.semanticscholar.org/paper/ce52e3e15f3781a358896a64ecc165a3d0a4d6ac
"M. Wu, P. Wang, K. Yin, H. Cheng, Y. Xu, C. K. Roy, LVMapper: A Large-Variance Clone Detector Using Sequencing Alignment Approach , IEEE Access 8: 27986-27997 (2020)",Core Computer Science Team,https://www.semanticscholar.org/paper/e6ea4c975fa7d9dbcea9205f44a212863b18d408
"G. Uddin, F. Khomh, C. K. Roy, Mining API usage scenarios from stack overflow , Inf. Softw. Tech, Volume 122:106277 (2020).",Core Computer Science Team,https://www.semanticscholar.org/paper/4e0daa62e8467c46123bc957f0068f7901e1e94f
"M. Mondal, B. Roy, C. K. Roy, and K. A. Schneider, An Empirical Study on Bug Propagation through Code Cloning , Journal of Systems and Software, https://doi.org/10.1016/j.jss.2019.110407",Core Computer Science Team,https://www.semanticscholar.org/paper/b622ecd381d8c24e3ac8c6fb973e9ca1b1c3f1ba
"Jeffrey Svajlenko, C. Roy ,( 2019), The Mutation and Injection Framework: Evaluating Clone Detection Tools with Mutation Analysis, IEEE Transactions on Software Engineering, 28 pages (to appear).",Core Computer Science Team,https://www.semanticscholar.org/paper/87e9b7155f94d6498222264811a48e47f8faad04
"M. Mondal, B. Roy, C. K. Roy, K. A. Schneider, Investigating Near-Miss Micro-Clones in Evolving Software , in Proceedings of the 28th ACM/IEEE International Conference on Program Comprehension (ICPC 2020), 11 pages, May 2020.",Core Computer Science Team,https://www.semanticscholar.org/paper/defd0c0e90bdfdf63ff66ac271554fcef53019dd
"A. Bhattacharjee, S. S. Nath, S. Zhou, D. Chakroborti, B. Roy, C. K. Roy, K. A. Schneider: (2020), An Exploratory Study to Find Motives Behind Cross-platform Forks from Software Heritage Dataset , in Proceeding of the 17th International Conference on Mining Software Repositories (MSR 2020), Mining Challenge Track., 4 pp., May 2020 (to appear).",Core Computer Science Team,https://www.semanticscholar.org/paper/a00392b628d944a0b33c549a477a438a6954ebd8
"Venkat Bandi, C. Roy, C. Gutwin Clone Swarm: A Cloud Based Code-Clone Analysis Tool , in Proceedings of the 14th International Workshop on Software Clones (IWSC 2020), February 2020, London, Ontario, Canada, pp. 52-56.",Core Computer Science Team,https://www.semanticscholar.org/paper/604d65cb40a86baae29b2e06f731c043f5ccbe42
"C. M. Khaled Saifullah, Muhammad Asaduzzaman, C. K. Roy, Exploring Type Inference Techniques of Dynamically Typed Languages , in Proceedings of the 27th edition of the IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER 2020), London, Ontario, February 2020, pp. 70-80. (AR (AR): 23.11%)",Core Computer Science Team,https://www.semanticscholar.org/paper/ce2528c1464f66ca83c3fdf3676106289b9ad2ff
